stop_id,lon,lat
63503,129.3139232,35.54555906
25410,129.2978661,35.40770575
25409,129.2980154,35.40753621
22814,129.3342234,35.54699536
22813,129.3351106,35.54673632
59127,129.0374038,35.34175324
59128,129.0375732,35.34181991
63603,129.3105465,35.54156344
63604,129.311047,35.54186963
64602,129.320393,35.521866
64601,129.3202673,35.521643
57156,129.0920496,35.26279413
57152,129.0918182,35.26315941
40935,129.2960752,35.53590421
21705,129.295941,35.5359811
75402,129.3115697,35.50722268
75401,129.3116916,35.50732579
62806,129.3487708,35.56703669
62805,129.3489391,35.56686826
30912,129.3300814,35.56749008
30911,129.330617,35.56875254
30932,129.2667184,35.55171123
30931,129.2664894,35.55194097
11503,129.3312257,35.55781913
11504,129.3313538,35.55791047
22815,129.3288091,35.54643782
63304,129.328805,35.5465832
31515,129.280812,35.4171571
31531,129.2783373,35.41664323
31533,129.2784612,35.41688244
31518,129.2805963,35.41601769
31517,129.2807315,35.41568737
31537,129.2819603,35.41903926
31532,129.2824957,35.41836146
31534,129.2824605,35.41842319
31514,129.2808202,35.42057238
77816,129.2806756,35.42038473
67202,129.2879075,35.41951251
67201,129.2877721,35.41938712
20100,129.1122758,35.56463785
30240,129.124058,35.56312191
30239,129.1225718,35.56336227
30250,129.1212941,35.56398861
27112,129.4235137,35.5134188
27111,129.4235326,35.51383448
65013,129.2379011,35.52891496
65014,129.2377905,35.52885256
77815,129.2644981,35.44325477
15946,129.2127586,35.43130303
15947,129.2128897,35.43116546
15903,129.2175307,35.43491192
15904,129.2175971,35.43512696
15902,129.2093237,35.42851456
15901,129.2092969,35.42836959
30271,129.0209929,35.56073968
30270,129.0207325,35.56074345
21333,129.2668378,35.58693848
21334,129.2669367,35.58689506
21340,129.2653839,35.58696232
21339,129.265453,35.58706351
62503,129.3258493,35.5828822
62504,129.325926,35.58296181
11708,129.3248953,35.58519491
11709,129.3236132,35.5848964
62501,129.3237843,35.58349013
62502,129.323992,35.58338394
62506,129.3302019,35.58396586
62505,129.3302214,35.58389395
31828,129.1216102,35.6919555
24414,129.1375818,35.50662087
24413,129.1377268,35.50652317
59249,129.0748742,35.44627876
59250,129.0750561,35.44644085
3033,129.0691689,35.76243096
3032,129.069024,35.76234294
25414,129.3135611,35.40002275
25413,129.3134215,35.39993619
67221,129.3205526,35.40601119
67222,129.3204758,35.40612727
12417,129.3011112,35.53660956
12414,129.3008774,35.53689644
59155,129.0434113,35.35835641
30384,129.1549439,35.64228367
30383,129.154938,35.64216889
30596,129.094807,35.28326138
30595,129.0949737,35.28333284
4625,129.0929131,35.27986857
4624,129.0926337,35.27970894
57221,129.0840502,35.29665623
57037,129.0843526,35.29681543
59252,129.0769341,35.45438002
59251,129.0767472,35.45442869
27102,129.4307883,35.53056872
27101,129.4296404,35.52999939
25328,129.3546373,35.62930285
25327,129.3547662,35.62934796
25311,129.3553959,35.6221163
25312,129.3554664,35.62231929
25302,129.3468096,35.63859833
25301,129.3468652,35.63796895
25318,129.3575008,35.61162468
25317,129.3571923,35.61150538
25332,129.3573945,35.61132159
0,129.3561895,35.6106891
25331,129.3574876,35.61141309
25343,129.3494177,35.63472065
25344,129.34928,35.63420921
25314,129.3562325,35.62054768
25313,129.3560204,35.62065757
25310,129.3537521,35.62492011
25309,129.3542568,35.62395002
40422,129.3419168,35.54008988
40421,129.3429079,35.53974803
60902,129.4197811,35.49870673
60903,129.4199817,35.49856737
60901,129.4199371,35.49875271
14818,129.3565952,35.57821644
14824,129.3562867,35.57860001
30934,129.3577602,35.58051993
30933,129.3555815,35.58080876
